respondent_id,wording_arm,question_wording,age_band,gender,digital_confidence_z,likelihood_1_5,item_missing,survey_completed,completion_seconds
R0378,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.141,3.0,0,1,195
R0379,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.168,3.0,0,1,347
R0380,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.224,3.0,0,1,288
R0381,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.182,3.0,0,1,272
R0382,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.35,1.0,0,1,134
R0383,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.221,4.0,0,1,187
R0384,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.145,3.0,0,1,198
R0385,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.877,4.0,0,1,141
R0386,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.184,,1,1,202
R0387,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.581,3.0,0,0,119
R0388,Neutral,How likely are you to use the council's new online services?,35-54,Woman,1.563,4.0,0,1,214
R0389,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.287,3.0,0,1,265
R0390,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.682,3.0,0,1,94
R0391,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-1.263,4.0,0,1,243
R0392,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.013,1.0,0,0,103
R0393,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,2.386,5.0,0,1,213
R0394,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.719,5.0,0,1,246
R0395,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.479,5.0,0,0,269
R0396,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.645,5.0,0,1,151
R0397,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.054,1.0,0,1,340
R0398,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.243,3.0,0,1,258
R0399,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.07,2.0,0,1,247
R0400,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.302,4.0,0,1,200
R0401,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.159,1.0,0,1,190
R0402,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,2.198,5.0,0,1,219
R0403,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.181,3.0,0,1,287
R0404,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.73,3.0,0,1,82
R0405,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.828,5.0,0,1,172
R0406,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.612,,1,1,262
R0407,Neutral,How likely are you to use the council's new online services?,55+,Man,1.262,4.0,0,1,155
R0408,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.154,3.0,0,1,460
R0409,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.222,2.0,0,1,274
R0410,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.462,5.0,0,1,173
R0411,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.845,5.0,0,1,139
R0412,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.713,5.0,0,1,155
R0413,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.398,4.0,0,1,149
R0414,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.245,3.0,0,1,233
R0415,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.979,2.0,0,1,200
R0416,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.777,1.0,0,0,229
R0417,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.343,3.0,0,1,232
R0418,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,1.896,3.0,0,1,176
R0419,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.656,3.0,0,1,343
R0420,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.255,3.0,0,1,226
R0421,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.564,4.0,0,1,425
R0422,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.104,4.0,0,1,114
R0423,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.294,3.0,0,0,249
R0424,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.7,3.0,0,1,135
R0425,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.237,,1,1,249
R0426,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.589,2.0,0,1,117
R0427,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.323,5.0,0,1,351
R0428,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,2.114,5.0,0,1,200
R0429,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.354,4.0,0,1,259
R0430,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.777,3.0,0,1,408
R0431,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.836,2.0,0,1,173
R0432,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.344,3.0,0,1,198
R0433,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.546,2.0,0,1,257
R0434,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.584,2.0,0,1,161
R0435,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.62,5.0,0,1,203
R0436,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.13,4.0,0,1,332
R0437,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-2.5,1.0,0,1,216
R0438,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.978,2.0,0,1,251
R0439,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.757,4.0,0,1,315
R0440,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.293,2.0,0,1,172
R0441,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.265,4.0,0,1,104
R0442,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.89,3.0,0,1,382
R0443,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-1.209,3.0,0,1,199
R0444,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-1.057,2.0,0,1,182
R0445,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.328,2.0,0,1,224
R0446,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.008,5.0,0,1,159
R0447,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.794,4.0,0,1,156
R0448,Neutral,How likely are you to use the council's new online services?,55+,Man,0.028,3.0,0,1,259
R0449,Neutral,How likely are you to use the council's new online services?,35-54,Woman,1.946,5.0,0,1,290
R0450,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.029,3.0,0,1,128
R0451,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.375,3.0,0,1,260
R0452,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.719,3.0,0,1,99
R0453,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.057,3.0,0,1,189
R0454,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.477,,1,1,174
R0455,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.827,5.0,0,1,167
R0456,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.889,4.0,0,1,228
R0457,Neutral,How likely are you to use the council's new online services?,55+,Man,-2.107,1.0,0,1,178
R0458,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.675,3.0,0,1,189
R0459,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Non-binary / self-describe,-0.008,5.0,0,1,255
R0460,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-2.5,1.0,0,1,172
R0461,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.691,4.0,0,1,215
R0462,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.119,4.0,0,1,111
R0463,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.982,2.0,0,1,315
R0464,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.255,2.0,0,1,371
R0465,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.873,1.0,0,1,189
R0466,Neutral,How likely are you to use the council's new online services?,55+,Man,0.912,5.0,0,1,289
R0467,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,1.529,2.0,0,1,174
R0468,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.88,,1,1,243
R0469,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.469,2.0,0,1,234
R0470,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.049,4.0,0,1,254
R0471,Neutral,How likely are you to use the council's new online services?,18-34,Man,-1.574,2.0,0,1,305
R0472,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.353,4.0,0,1,239
R0473,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.315,3.0,0,1,288
R0474,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Non-binary / self-describe,0.431,4.0,0,1,178
R0475,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.94,5.0,0,1,221
R0476,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.708,5.0,0,1,134
R0477,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.441,3.0,0,1,229
R0478,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-2.5,3.0,0,1,161
R0479,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.645,2.0,0,1,206
R0480,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.403,4.0,0,1,146
R0481,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-2.259,1.0,0,0,286
R0482,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.205,,1,1,155
R0483,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.629,5.0,0,1,188
R0484,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.391,3.0,0,1,191
R0485,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.486,2.0,0,1,135
R0486,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.503,5.0,0,1,212
R0487,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.932,3.0,0,1,288
R0488,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,1.28,4.0,0,1,287
R0489,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.95,2.0,0,1,321
R0490,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.53,1.0,0,1,146
R0491,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.499,4.0,0,1,212
R0492,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-1.458,1.0,0,1,200
R0493,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.104,4.0,0,1,186
R0494,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.89,2.0,0,1,267
R0495,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.517,,1,1,341
R0496,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.312,4.0,0,0,322
R0497,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Non-binary / self-describe,0.759,4.0,0,1,357
R0498,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.371,3.0,0,1,195
R0499,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.659,4.0,0,1,170
R0500,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-1.193,3.0,0,1,248
R0501,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.366,3.0,0,1,563
R0502,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.633,5.0,0,1,114
R0503,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.537,2.0,0,1,241
R0504,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.61,2.0,0,1,187
R0505,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.909,1.0,0,1,366
R0506,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.784,4.0,0,0,247
R0507,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.908,,1,1,126
R0508,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.505,5.0,0,1,195
R0509,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.989,1.0,0,1,201
R0510,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.358,4.0,0,1,302
R0511,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,2.295,2.0,0,1,206
R0512,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.28,2.0,0,1,169
R0513,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.11,3.0,0,1,140
R0514,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.402,2.0,0,1,173
R0515,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.496,3.0,0,1,190
R0516,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.801,2.0,0,1,117
R0517,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.093,3.0,0,1,289
R0518,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.25,3.0,0,1,159
R0519,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.887,1.0,0,1,102
R0520,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.027,3.0,0,0,155
R0521,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.627,4.0,0,1,264
R0522,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.081,2.0,0,1,269
R0523,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.129,3.0,0,1,225
R0524,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.318,2.0,0,1,360
R0525,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.111,1.0,0,1,291
R0526,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.593,3.0,0,1,289
R0527,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.37,4.0,0,1,285
R0528,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.35,2.0,0,1,170
R0529,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.802,3.0,0,1,125
R0530,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-1.325,1.0,0,1,211
R0531,Neutral,How likely are you to use the council's new online services?,18-34,Man,-1.25,1.0,0,0,204
R0532,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.303,3.0,0,1,116
R0533,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.019,2.0,0,1,208
R0534,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.146,,1,1,191
R0535,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.835,4.0,0,1,323
R0536,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.626,2.0,0,1,358
R0537,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.029,5.0,0,1,352
R0538,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,1.722,5.0,0,1,171
R0539,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.111,5.0,0,1,373
R0540,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.844,5.0,0,1,154
R0541,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.193,,1,1,265
R0542,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.492,4.0,0,1,184
R0543,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,1.743,4.0,0,1,209
R0544,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.605,4.0,0,1,200
R0545,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.631,4.0,0,1,127
R0546,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.271,3.0,0,1,238
R0547,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.41,4.0,0,1,186
R0548,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.531,,1,1,235
R0549,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.648,4.0,0,1,298
R0550,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.461,5.0,0,1,377
R0551,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.506,3.0,0,1,193
R0552,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.797,4.0,0,1,302
R0553,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.979,2.0,0,1,140
R0554,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.178,3.0,0,1,217
R0555,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.483,4.0,0,1,208
R0556,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.137,2.0,0,1,228
R0557,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.753,3.0,0,1,105
R0558,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.931,3.0,0,1,164
R0559,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.983,1.0,0,1,184
R0560,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.798,4.0,0,1,241
R0561,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.021,3.0,0,1,135
R0562,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.085,3.0,0,1,253
R0563,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.634,4.0,0,1,140
R0564,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,1.896,2.0,0,1,222
R0565,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.457,3.0,0,1,108
R0566,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.702,2.0,0,1,202
R0567,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.105,3.0,0,1,316
R0568,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.79,3.0,0,1,139
R0569,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.692,3.0,0,1,223
R0570,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.392,4.0,0,1,239
R0571,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.3,4.0,0,1,242
R0572,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.002,4.0,0,1,369
R0573,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.938,2.0,0,1,390
R0574,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.294,4.0,0,1,228
R0575,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.044,5.0,0,1,215
R0576,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,1.129,5.0,0,1,181
R0577,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,2.092,4.0,0,1,228
R0578,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.993,4.0,0,1,320
R0579,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.074,3.0,0,1,190
R0580,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.305,3.0,0,1,257
R0581,Neutral,How likely are you to use the council's new online services?,55+,Man,-2.183,2.0,0,1,203
R0582,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.389,3.0,0,1,194
R0583,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.413,2.0,0,1,470
R0584,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,1.284,3.0,0,1,226
R0585,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-1.916,2.0,0,1,256
R0586,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.473,3.0,0,1,217
R0587,Neutral,How likely are you to use the council's new online services?,55+,Man,0.16,4.0,0,1,173
R0588,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.31,3.0,0,1,230
R0589,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,1.168,2.0,0,1,155
R0590,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.909,,1,1,286
R0591,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.043,3.0,0,1,133
R0592,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.097,5.0,0,1,190
R0593,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.28,3.0,0,1,193
R0594,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.026,3.0,0,1,183
R0595,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.388,2.0,0,1,291
R0596,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-1.72,1.0,0,1,228
R0597,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.395,2.0,0,1,87
R0598,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.135,5.0,0,1,297
R0599,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.56,1.0,0,1,166
R0600,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.345,3.0,0,1,378
R0601,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,2.5,4.0,0,1,229
R0602,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.278,4.0,0,1,391
R0603,Neutral,How likely are you to use the council's new online services?,18-34,Man,-1.455,,1,1,169
R0604,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.573,4.0,0,1,167
R0605,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.715,3.0,0,1,270
R0606,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.256,3.0,0,1,142
R0607,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.829,4.0,0,1,144
R0608,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.975,3.0,0,1,298
R0609,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.232,1.0,0,1,187
R0610,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.144,1.0,0,1,220
R0611,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.613,5.0,0,1,110
R0612,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.317,2.0,0,1,263
R0613,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,1.13,5.0,0,1,304
R0614,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.74,5.0,0,1,125
R0615,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-1.037,3.0,0,1,164
R0616,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.896,2.0,0,0,220
R0617,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.128,2.0,0,1,212
R0618,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.938,3.0,0,1,142
R0619,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.462,5.0,0,1,272
R0620,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.156,3.0,0,1,168
R0621,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.143,3.0,0,1,273
R0622,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.526,5.0,0,1,274
R0623,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,2.298,4.0,0,1,225
R0624,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.22,2.0,0,1,188
R0625,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.122,4.0,0,1,362
R0626,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.252,3.0,0,1,128
R0627,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.592,4.0,0,1,213
R0628,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.566,2.0,0,1,198
R0629,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.107,3.0,0,1,214
R0630,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.953,2.0,0,1,381
R0631,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.621,2.0,0,1,152
R0632,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.223,4.0,0,1,295
R0633,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.361,3.0,0,1,208
R0634,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-2.5,2.0,0,1,247
R0635,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.813,4.0,0,1,190
R0636,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.026,,1,1,314
